sentence,crate,tier,consistency,crateview,openai_gpt-5.6-terra,claude_cli_sonnet,sym,anchor,cochange
1349,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1351,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1352,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1357,rustc_next_trait_solver,gold,1.0,0,A,A,0,0,0
1359,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1360,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1361,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1362,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1363,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1364,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1365,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1368,rustc_trait_selection,gold,0.6666666666666666,1,A,A,0,0,0
1369,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1370,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1371,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1372,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1373,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1374,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1375,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1376,rustc_trait_selection,gold,1.0,1,A,A,1,0,0
1377,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1378,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1379,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1380,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1381,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1382,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1383,rustc_infer,gold,1.0,1,A,A,0,0,0
1384,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1385,rustc_infer,gold,1.0,1,A,A,0,0,0
1386,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1387,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1388,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1389,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1390,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1391,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1392,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1393,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1394,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1395,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1396,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1397,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1398,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1399,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1400,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1401,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1402,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1403,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1404,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1405,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1406,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1407,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1408,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1409,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1410,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1416,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1417,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1418,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1419,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1420,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1422,rustc_traits,gold,1.0,0,A,A,0,0,0
1423,rustc_traits,gold,1.0,1,A,A,0,0,0
1424,rustc_traits,gold,1.0,0,A,A,0,0,0
1426,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1427,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1428,rustc_infer,gold,1.0,1,A,A,0,0,0
1429,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1432,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1434,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1441,rustc_next_trait_solver,gold,1.0,1,A,A,1,1,0
1443,rustc_next_trait_solver,gold,1.0,1,A,A,0,0,0
1444,rustc_next_trait_solver,gold,1.0,1,A,A,0,0,0
1445,rustc_next_trait_solver,gold,1.0,1,A,A,0,0,0
1446,rustc_next_trait_solver,gold,1.0,1,A,A,0,0,0
1447,rustc_next_trait_solver,gold,1.0,1,A,A,0,0,0
1448,rustc_next_trait_solver,gold,1.0,1,A,A,0,0,0
1449,rustc_next_trait_solver,gold,1.0,1,A,A,0,0,0
1450,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1451,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1452,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1453,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1454,rustc_next_trait_solver,gold,1.0,1,A,A,0,0,0
1454,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1455,rustc_trait_selection,gold,0.6666666666666666,1,A,A,0,0,0
1456,rustc_trait_selection,gold,0.6666666666666666,1,A,A,0,0,0
1457,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1458,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1459,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1460,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1461,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1462,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1462,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1463,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1464,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1465,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1466,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1467,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1468,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1469,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1470,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1472,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1474,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1475,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1476,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1477,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1478,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1479,rustc_hir_analysis,gold,1.0,1,A,A,0,1,0
1480,rustc_hir_typeck,gold,1.0,1,A,A,0,1,0
1481,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1481,rustc_hir_typeck,gold,1.0,0,A,A,0,0,0
1482,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1483,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1486,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1487,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1488,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1491,rustc_mir_dataflow,gold,1.0,0,A,A,0,0,0
1494,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1499,rustc_mir_dataflow,gold,1.0,1,A,A,1,1,0
1500,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1501,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1503,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1504,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1505,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1506,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1507,rustc_mir_dataflow,gold,1.0,1,A,A,0,1,0
1508,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1509,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1510,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1511,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1512,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1513,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1514,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1515,rustc_mir_dataflow,gold,0.6666666666666666,1,A,A,0,0,0
1516,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1517,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1518,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1525,rustc_mir_dataflow,gold,1.0,0,A,A,0,0,0
1526,rustc_mir_dataflow,gold,1.0,1,A,A,1,0,0
1527,rustc_mir_dataflow,gold,1.0,1,A,A,1,0,0
1528,rustc_mir_dataflow,gold,1.0,1,A,A,1,1,0
1529,rustc_mir_dataflow,gold,1.0,1,A,A,1,1,0
1535,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1536,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1538,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1539,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1540,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1541,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1542,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1543,rustc_borrowck,gold,1.0,0,A,A,0,0,0
1544,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1545,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1546,rustc_borrowck,gold,1.0,1,A,A,0,1,0
1547,rustc_borrowck,gold,1.0,1,A,A,0,1,0
1548,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1549,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1550,rustc_borrowck,gold,1.0,1,A,A,1,1,0
1551,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1552,rustc_mir_dataflow,gold,1.0,1,A,A,0,0,0
1553,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1554,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1555,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1556,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1557,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1558,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1560,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1562,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
1563,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1564,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1565,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1566,rustc_mir_transform,gold,1.0,1,A,A,0,1,0
1567,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1568,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1576,rustc_mir_transform,gold,1.0,1,A,A,0,1,0
1577,rustc_mir_transform,gold,1.0,1,A,A,1,1,0
1587,rustc_mir_transform,gold,1.0,1,A,A,1,1,0
1588,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1589,rustc_mir_transform,gold,1.0,1,A,A,1,1,0
1590,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1591,rustc_mir_transform,gold,1.0,1,A,A,0,1,0
1592,rustc_mir_transform,gold,1.0,1,A,A,1,0,0
1593,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1600,rustc_mir_transform,gold,1.0,1,A,A,0,0,0
1601,rustc_const_eval,gold,1.0,1,A,A,0,0,0
1602,rustc_borrowck,gold,0.6666666666666666,0,A,A,0,0,0
1602,rustc_const_eval,gold,1.0,1,A,A,0,0,0
1602,rustc_mir_transform,gold,0.6666666666666666,0,A,A,0,0,0
1603,rustc_const_eval,gold,1.0,1,A,A,0,0,0
1603,rustc_mir_build,gold,0.6666666666666666,1,A,A,0,0,0
1604,rustc_const_eval,gold,1.0,1,A,A,0,0,0
1605,rustc_const_eval,gold,1.0,1,A,A,0,0,0
1611,rustc_const_eval,gold,1.0,1,A,A,0,0,0
1612,rustc_const_eval,gold,1.0,1,A,A,0,0,0
1613,rustc_middle,gold,1.0,1,A,A,1,0,0
1614,rustc_const_eval,gold,1.0,1,A,A,0,0,0
1621,rustc_monomorphize,gold,1.0,0,A,A,0,0,0
1622,rustc_monomorphize,gold,1.0,0,A,A,0,0,0
1623,rustc_monomorphize,gold,1.0,0,A,A,0,0,0
1624,rustc_monomorphize,gold,1.0,0,A,A,0,0,0
1625,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1626,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1627,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1628,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1629,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1630,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1632,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1633,rustc_codegen_ssa,gold,1.0,1,A,A,1,1,0
1633,rustc_monomorphize,gold,1.0,1,A,A,0,1,0
1634,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1635,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1641,rustc_codegen_ssa,gold,1.0,1,A,A,0,0,0
1642,rustc_codegen_ssa,gold,1.0,1,A,A,1,1,0
1643,rustc_codegen_ssa,gold,1.0,1,A,A,1,1,0
1644,rustc_codegen_ssa,gold,1.0,1,A,A,0,1,0
1645,rustc_codegen_ssa,gold,1.0,1,A,A,0,0,0
1646,rustc_codegen_ssa,gold,1.0,1,A,A,0,1,0
1647,rustc_codegen_ssa,gold,1.0,1,A,A,1,1,0
1648,rustc_codegen_ssa,gold,1.0,1,A,A,1,1,0
1649,rustc_codegen_ssa,gold,1.0,1,A,A,0,1,0
1650,rustc_codegen_ssa,gold,1.0,1,A,A,0,0,0
1651,rustc_codegen_ssa,gold,1.0,1,A,A,0,0,0
1652,rustc_codegen_ssa,gold,1.0,1,A,A,0,1,0
1653,rustc_codegen_ssa,gold,1.0,1,A,A,0,0,0
1655,rustc_codegen_llvm,gold,1.0,1,A,A,0,1,0
1656,rustc_codegen_llvm,gold,1.0,0,A,A,0,1,0
1657,rustc_codegen_llvm,gold,1.0,0,A,A,0,0,0
1659,rustc_codegen_cranelift,gold,1.0,1,A,A,0,0,0
1659,rustc_codegen_gcc,gold,1.0,1,A,A,0,0,0
1659,rustc_codegen_llvm,gold,1.0,0,A,A,0,0,0
1663,rustc_codegen_llvm,gold,0.6666666666666666,0,A,A,0,0,0
1676,rustc_codegen_llvm,gold,1.0,0,A,A,0,0,0
1678,rustc_codegen_ssa,gold,1.0,0,A,A,0,0,0
1679,rustc_codegen_ssa,gold,1.0,0,A,A,0,0,0
1680,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1681,rustc_codegen_ssa,gold,1.0,0,A,A,0,0,0
1683,rustc_codegen_llvm,gold,1.0,0,A,A,0,0,0
1683,rustc_codegen_ssa,gold,0.6666666666666666,0,A,A,0,0,0
1684,rustc_codegen_llvm,gold,1.0,0,A,A,0,0,0
1684,rustc_codegen_ssa,gold,0.6666666666666666,0,A,A,0,0,0
1686,rustc_codegen_llvm,gold,1.0,1,A,A,0,1,0
1686,rustc_codegen_ssa,gold,1.0,1,A,A,1,1,0
1687,rustc_codegen_llvm,gold,0.6666666666666666,1,A,A,0,0,0
1687,rustc_codegen_ssa,gold,1.0,1,A,A,0,1,0
1688,rustc_codegen_llvm,gold,1.0,0,A,A,0,0,0
1688,rustc_codegen_ssa,gold,1.0,0,A,A,0,0,0
1689,rustc_metadata,gold,1.0,0,A,A,0,0,0
1691,rustc_metadata,gold,1.0,1,A,A,0,0,0
1692,rustc_metadata,gold,1.0,1,A,A,0,0,0
1693,rustc_metadata,gold,1.0,1,A,A,0,0,0
1696,rustc_codegen_ssa,gold,1.0,1,A,A,0,0,0
1697,rustc_codegen_ssa,gold,1.0,0,A,A,0,0,0
1698,rustc_codegen_ssa,gold,1.0,1,A,A,0,0,0
1703,rustc_metadata,gold,1.0,1,A,A,0,0,0
1708,rustc_metadata,gold,1.0,1,A,A,0,0,0
1709,rustc_metadata,gold,1.0,0,A,A,0,0,0
1710,rustc_metadata,gold,1.0,0,A,A,0,0,0
1711,rustc_metadata,gold,1.0,0,A,A,0,0,0
1712,rustc_metadata,gold,1.0,1,A,A,0,0,0
1715,rustc_metadata,gold,1.0,1,A,A,0,1,0
1716,rustc_metadata,gold,1.0,1,A,A,0,0,0
1717,rustc_metadata,gold,1.0,1,A,A,0,0,0
1718,rustc_metadata,gold,1.0,1,A,A,0,0,0
1719,rustc_data_structures,gold,0.3333333333333333,1,A,A,0,0,0
1723,rustc_span,gold,0.6666666666666666,0,A,A,0,0,0
1724,rustc_metadata,gold,1.0,1,A,A,0,0,0
1725,rustc_metadata,gold,1.0,1,A,A,0,0,0
1726,rustc_metadata,gold,1.0,1,A,A,0,0,0
1727,rustc_metadata,gold,1.0,1,A,A,0,0,0
1728,rustc_data_structures,gold,1.0,1,A,A,0,1,0
1730,rustc_metadata,gold,1.0,1,A,A,0,0,0
1731,rustc_incremental,gold,1.0,1,A,A,0,0,0
1734,rustc_incremental,gold,1.0,0,A,A,0,0,0
1735,rustc_incremental,gold,1.0,0,A,A,0,0,0
1736,rustc_incremental,gold,1.0,0,A,A,0,0,0
1737,rustc_span,gold,1.0,0,A,A,1,1,0
1738,rustc_span,gold,1.0,0,A,A,0,1,0
1739,rustc_symbol_mangling,gold,1.0,1,A,A,0,0,0
1740,rustc_symbol_mangling,gold,1.0,1,A,A,0,0,0
1741,rustc_symbol_mangling,gold,1.0,1,A,A,0,0,0
1744,rustc_metadata,gold,1.0,1,A,A,1,1,0
1744,rustc_resolve,gold,1.0,1,A,A,0,0,0
1745,rustc_metadata,gold,1.0,1,A,A,1,0,0
1746,rustc_metadata,gold,1.0,1,A,A,1,1,0
1748,rustc_metadata,gold,1.0,1,A,A,0,0,0
1749,rustc_metadata,gold,1.0,1,A,A,0,0,0
1750,rustc_metadata,gold,1.0,1,A,A,0,0,0
1751,rustc_metadata,gold,1.0,1,A,A,0,0,0
1752,rustc_metadata,gold,1.0,1,A,A,0,0,0
1753,rustc_metadata,gold,1.0,1,A,A,1,1,0
1754,rustc_metadata,gold,0.6666666666666666,1,A,A,1,0,0
1757,rustc_metadata,gold,0.6666666666666666,0,A,A,0,0,0
1758,rustc_metadata,gold,1.0,0,A,A,0,0,0
1761,rustc_codegen_ssa,gold,1.0,0,A,A,0,0,0
16,rustc_parse,gold_plus_only,1.0,1,A,,0,1,0
35,rustc_hir,gold_plus_only,1.0,0,A,R,0,1,0
149,rustc_infer,gold_plus_only,0.6666666666666666,0,A,,0,1,0
149,rustc_mir_build,gold_plus_only,1.0,1,A,R,0,1,0
149,rustc_mir_dataflow,gold_plus_only,1.0,0,A,R,0,1,0
161,rustc_driver_impl,gold_plus_only,,1,R,A,1,0,0
162,rustc_interface,gold_plus_only,,1,R,A,0,1,0
166,rustc_middle,gold_plus_only,1.0,1,A,,0,1,0
215,rustc_hir_analysis,gold_plus_only,1.0,0,A,R,1,0,0
237,rustc_middle,gold_plus_only,1.0,0,A,R,1,1,0
243,rustc_middle,gold_plus_only,0.6666666666666666,1,A,R,1,1,0
256,rustc_middle,gold_plus_only,0.6666666666666666,0,A,R,1,1,0
262,rustc_macros,gold_plus_only,0.6666666666666666,1,A,R,1,0,0
263,rustc_macros,gold_plus_only,1.0,0,A,R,1,0,0
272,rustc_middle,gold_plus_only,0.6666666666666666,1,A,,1,0,0
279,rustc_driver,gold_plus_only,0.3333333333333333,1,A,,0,1,0
280,rustc_data_structures,gold_plus_only,,0,R,A,1,0,0
281,rustc_data_structures,gold_plus_only,,0,R,A,1,0,0
306,rustc_middle,gold_plus_only,0.3333333333333333,1,,A,0,1,0
308,rustc_middle,gold_plus_only,1.0,1,A,,1,1,0
323,rustc_serialize,gold_plus_only,,0,R,A,1,0,0
333,rustc_middle,gold_plus_only,0.3333333333333333,0,A,R,1,0,0
340,rustc_metadata,gold_plus_only,1.0,1,A,R,0,1,0
344,rustc_middle,gold_plus_only,1.0,1,A,R,1,0,0
346,rustc_middle,gold_plus_only,1.0,1,A,,1,0,0
353,rustc_serialize,gold_plus_only,,0,R,A,1,0,0
353,rustc_span,gold_plus_only,0.6666666666666666,1,A,R,1,0,0
354,rustc_serialize,gold_plus_only,,0,R,A,1,0,0
354,rustc_span,gold_plus_only,0.6666666666666666,1,A,R,1,0,0
371,rustc_thread_pool,gold_plus_only,,0,,A,1,0,0
374,rustc_arena,gold_plus_only,1.0,0,A,R,1,0,0
374,rustc_thread_pool,gold_plus_only,,0,,A,1,0,0
391,rustc_resolve,gold_plus_only,,0,R,A,1,0,0
397,rustc_span,gold_plus_only,0.3333333333333333,1,A,R,1,0,0
402,rustc_ast,gold_plus_only,1.0,1,A,R,1,1,0
403,rustc_ast,gold_plus_only,,0,R,A,1,1,0
408,rustc_session,gold_plus_only,1.0,1,A,R,1,1,0
424,rustc_expand,gold_plus_only,1.0,1,A,R,1,1,0
453,rustc_ast,gold_plus_only,0.3333333333333333,1,A,R,0,1,0
502,rustc_span,gold_plus_only,1.0,1,A,R,1,1,0
503,rustc_span,gold_plus_only,1.0,1,A,R,1,0,0
504,rustc_span,gold_plus_only,1.0,1,A,R,1,1,0
510,rustc_expand,gold_plus_only,1.0,0,A,R,1,0,0
510,rustc_span,gold_plus_only,,1,,A,0,1,0
551,rustc_expand,gold_plus_only,1.0,1,A,,0,1,0
554,rustc_expand,gold_plus_only,0.3333333333333333,1,R,A,0,1,0
675,rustc_ast,gold_plus_only,1.0,1,A,R,1,0,0
687,rustc_span,gold_plus_only,1.0,1,A,R,1,0,0
748,rustc_middle,gold_plus_only,0.6666666666666666,1,A,,0,1,0
805,rustc_middle,gold_plus_only,,1,R,A,1,0,0
845,rustc_middle,gold_plus_only,1.0,1,A,R,1,0,0
850,rustc_middle,gold_plus_only,1.0,1,A,R,1,0,0
901,rustc_data_structures,gold_plus_only,0.3333333333333333,0,A,R,1,0,0
905,rustc_interface,gold_plus_only,,0,R,A,0,1,0
906,rustc_interface,gold_plus_only,0.3333333333333333,0,R,A,0,1,0
915,rustc_interface,gold_plus_only,0.3333333333333333,0,A,R,0,1,0
1000,rustc_errors,gold_plus_only,0.3333333333333333,0,A,R,1,0,0
1016,rustc_span,gold_plus_only,,1,R,A,1,0,0
1038,rustc_lint_defs,gold_plus_only,1.0,0,A,R,1,0,0
1052,rustc_middle,gold_plus_only,1.0,1,A,R,1,1,0
1078,rustc_lint_defs,gold_plus_only,,0,R,A,1,0,0
1117,rustc_session,gold_plus_only,0.6666666666666666,0,A,R,1,0,0
1119,rustc_lint,gold_plus_only,1.0,0,A,R,0,1,0
1119,rustc_middle,gold_plus_only,1.0,1,A,R,1,1,0
1125,rustc_ast,gold_plus_only,0.6666666666666666,0,A,R,0,1,0
1161,rustc_middle,gold_plus_only,1.0,1,A,R,0,1,0
1162,rustc_middle,gold_plus_only,1.0,1,A,R,0,1,0
1192,rustc_hir,gold_plus_only,1.0,1,A,R,0,1,0
1201,rustc_type_ir,gold_plus_only,1.0,0,A,R,1,0,0
1203,rustc_type_ir,gold_plus_only,0.6666666666666666,0,A,R,1,0,0
1345,rustc_trait_selection,gold_plus_only,1.0,0,A,R,1,1,0
1430,rustc_trait_selection,gold_plus_only,1.0,1,A,R,0,1,0
1436,rustc_type_ir,gold_plus_only,1.0,1,A,R,1,0,0
1437,rustc_type_ir,gold_plus_only,1.0,1,A,R,1,0,0
1439,rustc_type_ir,gold_plus_only,1.0,1,A,R,1,0,0
1440,rustc_type_ir,gold_plus_only,1.0,1,A,R,1,0,0
1489,rustc_hir_analysis,gold_plus_only,,0,R,A,0,1,0
1530,rustc_mir_dataflow,gold_plus_only,,0,R,A,1,1,0
1534,rustc_mir_dataflow,gold_plus_only,1.0,1,A,,0,1,0
1606,rustc_middle,gold_plus_only,1.0,1,A,R,1,0,0
1607,rustc_const_eval,gold_plus_only,0.6666666666666666,1,R,A,1,0,0
1608,rustc_middle,gold_plus_only,1.0,1,A,R,1,0,0
1609,rustc_middle,gold_plus_only,1.0,1,A,R,1,0,0
1610,rustc_public,gold_plus_only,1.0,0,A,,1,0,0
1610,rustc_public_bridge,gold_plus_only,1.0,0,A,,1,0,0
1614,rustc_middle,gold_plus_only,0.6666666666666666,1,A,R,1,1,0
1638,rustc_monomorphize,gold_plus_only,,0,,A,0,1,0
1657,rustc_codegen_ssa,gold_plus_only,1.0,1,A,R,0,1,0
1714,rustc_metadata,gold_plus_only,0.3333333333333333,1,R,A,1,1,0
1747,rustc_metadata,gold_plus_only,0.3333333333333333,1,R,A,1,1,0
1754,rustc_middle,gold_plus_only,0.3333333333333333,1,A,R,1,1,0
2,rustc_borrowck,silver,1.0,0,A,,0,0,0
2,rustc_query_impl,silver,1.0,0,A,,0,0,0
6,rustc,silver,0.6666666666666666,0,A,,0,0,0
8,rustc_codegen_llvm,silver,0.3333333333333333,0,A,,0,0,0
16,rustc_lexer,silver,,0,,A,0,0,0
17,rustc_span,silver,0.3333333333333333,0,A,,0,0,0
19,rustc_lexer,silver,1.0,1,A,R,0,0,0
29,rustc_parse,silver,0.6666666666666666,1,,A,0,0,0
31,rustc_ast_lowering,silver,,0,,A,0,0,0
31,rustc_hir_analysis,silver,,0,,A,0,0,0
31,rustc_mir_build,silver,,0,,A,0,0,0
31,rustc_parse,silver,,0,,A,0,0,0
32,rustc_parse,silver,,0,,A,0,0,0
37,rustc_hir_analysis,silver,0.6666666666666666,1,,A,0,0,0
37,rustc_infer,silver,1.0,0,A,,0,0,0
39,rustc_hir_typeck,silver,0.6666666666666666,0,A,,0,0,0
40,rustc_pattern_analysis,silver,0.6666666666666666,0,A,,0,0,0
44,rustc_codegen_ssa,silver,0.3333333333333333,1,A,,0,0,0
47,rustc_codegen_llvm,silver,0.3333333333333333,1,A,,0,0,0
47,rustc_codegen_ssa,silver,0.6666666666666666,1,A,,0,0,0
48,rustc_codegen_llvm,silver,0.3333333333333333,1,A,,0,0,0
50,rustc_codegen_llvm,silver,1.0,1,A,,0,0,0
50,rustc_codegen_ssa,silver,0.6666666666666666,1,A,,0,0,0
50,rustc_monomorphize,silver,,0,,A,0,0,0
51,rustc_codegen_ssa,silver,,0,,A,0,0,0
74,rustc_middle,silver,,0,,A,0,0,0
80,rustc_ast,silver,0.3333333333333333,1,R,A,0,0,0
80,rustc_lexer,silver,0.3333333333333333,0,A,R,0,0,0
80,rustc_parse,silver,1.0,0,A,,0,0,0
82,rustc_parse,silver,0.6666666666666666,0,A,,0,0,0
83,rustc_ast_lowering,silver,0.6666666666666666,0,A,,0,0,0
84,rustc_ast_lowering,silver,0.6666666666666666,0,A,,0,0,0
86,rustc_middle,silver,1.0,1,A,R,0,0,0
86,rustc_mir_build,silver,,1,,A,0,0,0
87,rustc_middle,silver,1.0,1,A,,0,0,0
87,rustc_mir_build,silver,0.6666666666666666,1,,A,0,0,0
96,rustc_codegen_llvm,silver,,0,,A,0,0,0
96,rustc_llvm,silver,,0,,A,0,0,0
98,rustc_codegen_llvm,silver,,0,,A,0,0,0
98,rustc_llvm,silver,,0,,A,0,0,0
99,rustc_arena,silver,,0,,A,0,0,0
100,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
102,rustc_arena,silver,,0,,A,0,0,0
104,rustc_query_impl,silver,1.0,1,A,,0,0,0
